
 -500; Elise Anna von Möwenburg; 1; Johann Justus von Tiefenfels; 1; Natalie  von Eichenwald; 1; Elisabeth Nelania von Bergetal; 21; Niroi Jacques von Kisatris; 1
 -226; Joachim Michael Fritz von Möwenburg; 6; Camille Amalie von Tiefenfels; 3; Hermann Friedrich von Eichenwald; 29; Eleonore Elisabeth Therese Christiane von Bergetal; 23; Christian Jacob Clement von Kisatris; 60
 -225; Joachim Michael Fritz von Möwenburg; 7; Camille Amalie von Tiefenfels; 4; Hermann Friedrich von Eichenwald; 30; Eleonore Elisabeth Therese Christiane von Bergetal; 24; Christian Jacob Clement von Kisatris; 61
 -224; Joachim Michael Fritz von Möwenburg; 8; Camille Amalie von Tiefenfels; 5; Hermann Friedrich von Eichenwald; 31; Eleonore Elisabeth Therese Christiane von Bergetal; 25; Christian Jacob Clement von Kisatris; 62
 -223; Joachim Michael Fritz von Möwenburg; 9; Camille Amalie von Tiefenfels; 6; Georg Dior Ludwig von Eichenwald; 1; Eleonore Elisabeth Therese Christiane von Bergetal; 26; Christian Jacob Clement von Kisatris; 63
 -222; Joachim Michael Fritz von Möwenburg; 10; Camille Amalie von Tiefenfels; 7; Georg Dior Ludwig von Eichenwald; 2; Eleonore Elisabeth Therese Christiane von Bergetal; 27; Christian Jacob Clement von Kisatris; 64
 -221; Joachim Michael Fritz von Möwenburg; 11; Camille Amalie von Tiefenfels; 8; Georg Dior Ludwig von Eichenwald; 3; Eleonore Elisabeth Therese Christiane von Bergetal; 28; Christian Jacob Clement von Kisatris; 65
 -220; Joachim Michael Fritz von Möwenburg; 12; Camille Amalie von Tiefenfels; 9; Georg Dior Ludwig von Eichenwald; 4; Eleonore Elisabeth Therese Christiane von Bergetal; 29; Christian Jacob Clement von Kisatris; 66
 -219; Joachim Michael Fritz von Möwenburg; 13; Camille Amalie von Tiefenfels; 10; Georg Dior Ludwig von Eichenwald; 5; Eleonore Elisabeth Therese Christiane von Bergetal; 30; Christian Jacob Clement von Kisatris; 67
 -218; Joachim Michael Fritz von Möwenburg; 14; Camille Amalie von Tiefenfels; 11; Georg Dior Ludwig von Eichenwald; 6; Eleonore Elisabeth Therese Christiane von Bergetal; 31; Christian Jacob Clement von Kisatris; 68
 -217; Joachim Michael Fritz von Möwenburg; 15; Camille Amalie von Tiefenfels; 12; Georg Dior Ludwig von Eichenwald; 7; Eleonore Elisabeth Therese Christiane von Bergetal; 32; Christian Jacob Clement von Kisatris; 69
 -216; Joachim Michael Fritz von Möwenburg; 16; Camille Amalie von Tiefenfels; 13; Georg Dior Ludwig von Eichenwald; 8; Eleonore Elisabeth Therese Christiane von Bergetal; 33; Christian Jacob Clement von Kisatris; 70
 -215; Joachim Michael Fritz von Möwenburg; 17; Camille Amalie von Tiefenfels; 14; Georg Dior Ludwig von Eichenwald; 9; Eleonore Elisabeth Therese Christiane von Bergetal; 34; Christian Jacob Clement von Kisatris; 71
 -214; Joachim Michael Fritz von Möwenburg; 18; Camille Amalie von Tiefenfels; 15; Georg Dior Ludwig von Eichenwald; 10; Eleonore Elisabeth Therese Christiane von Bergetal; 35; Christian Jacob Clement von Kisatris; 72
 -213; Joachim Michael Fritz von Möwenburg; 19; Camille Amalie von Tiefenfels; 16; Georg Dior Ludwig von Eichenwald; 11; Eleonore Elisabeth Therese Christiane von Bergetal; 36; Christian Jacob Clement von Kisatris; 73
 -212; Joachim Michael Fritz von Möwenburg; 20; Camille Amalie von Tiefenfels; 17; Georg Dior Ludwig von Eichenwald; 12; Friedrich Michael Ferdinand von Bergetal; 1; Christian Jacob Clement von Kisatris; 74
 -211; Joachim Michael Fritz von Möwenburg; 21; Camille Amalie von Tiefenfels; 18; Georg Dior Ludwig von Eichenwald; 13; Friedrich Michael Ferdinand von Bergetal; 2; Christian Jacob Clement von Kisatris; 75
 -210; Joachim Michael Fritz von Möwenburg; 22; Camille Amalie von Tiefenfels; 19; Georg Dior Ludwig von Eichenwald; 14; Friedrich Michael Ferdinand von Bergetal; 3; Christian Jacob Clement von Kisatris; 76
 -209; Joachim Michael Fritz von Möwenburg; 23; Camille Amalie von Tiefenfels; 20; Georg Dior Ludwig von Eichenwald; 15; Friedrich Michael Ferdinand von Bergetal; 4; Christian Jacob Clement von Kisatris; 77
 -208; Joachim Michael Fritz von Möwenburg; 24; Camille Amalie von Tiefenfels; 21; Georg Dior Ludwig von Eichenwald; 16; Friedrich Michael Ferdinand von Bergetal; 5; Caspar Anton Joseph von Kisatris; 1
 -207; Joachim Michael Fritz von Möwenburg; 25; Camille Amalie von Tiefenfels; 22; Georg Dior Ludwig von Eichenwald; 17; Friedrich Michael Ferdinand von Bergetal; 6; Caspar Anton Joseph von Kisatris; 2
 -206; Joachim Michael Fritz von Möwenburg; 26; Camille Amalie von Tiefenfels; 23; Georg Dior Ludwig von Eichenwald; 18; Friedrich Michael Ferdinand von Bergetal; 7; Caspar Anton Joseph von Kisatris; 3
 -205; Joachim Michael Fritz von Möwenburg; 27; Camille Amalie von Tiefenfels; 24; Georg Dior Ludwig von Eichenwald; 19; Friedrich Michael Ferdinand von Bergetal; 8; Caspar Anton Joseph von Kisatris; 4
 -204; Joachim Michael Fritz von Möwenburg; 28; Camille Amalie von Tiefenfels; 25; Georg Dior Ludwig von Eichenwald; 20; Friedrich Michael Ferdinand von Bergetal; 9; Caspar Anton Joseph von Kisatris; 5
 -203; Joachim Michael Fritz von Möwenburg; 29; Camille Amalie von Tiefenfels; 26; Georg Dior Ludwig von Eichenwald; 21; Friedrich Michael Ferdinand von Bergetal; 10; Caspar Anton Joseph von Kisatris; 6
 -202; Joachim Michael Fritz von Möwenburg; 30; Hermann von Tiefenfels; 1; Georg Dior Ludwig von Eichenwald; 22; Friedrich Michael Ferdinand von Bergetal; 11; Caspar Anton Joseph von Kisatris; 7
 -201; Joachim Michael Fritz von Möwenburg; 31; Hermann von Tiefenfels; 2; Georg Dior Ludwig von Eichenwald; 23; Friedrich Michael Ferdinand von Bergetal; 12; Caspar Anton Joseph von Kisatris; 8
 -200; Joachim Michael Fritz von Möwenburg; 32; Hermann von Tiefenfels; 3; Georg Joachim Wilhelm von Eichenwald; 1; Friedrich Michael Ferdinand von Bergetal; 13; Caspar Anton Joseph von Kisatris; 9
 -199; Joachim Michael Fritz von Möwenburg; 33; Hermann von Tiefenfels; 4; Georg Joachim Wilhelm von Eichenwald; 2; Friedrich Michael Ferdinand von Bergetal; 14; Caspar Anton Joseph von Kisatris; 10
 -198; Joachim Michael Fritz von Möwenburg; 34; Hermann von Tiefenfels; 5; Georg Joachim Wilhelm von Eichenwald; 3; Friedrich Michael Ferdinand von Bergetal; 15; Caspar Anton Joseph von Kisatris; 11
 -197; Joachim Michael Fritz von Möwenburg; 35; Hermann von Tiefenfels; 6; Georg Joachim Wilhelm von Eichenwald; 4; Friedrich Michael Ferdinand von Bergetal; 16; Caspar Anton Joseph von Kisatris; 12
 -196; Joachim Michael Fritz von Möwenburg; 36; Hermann von Tiefenfels; 7; Georg Joachim Wilhelm von Eichenwald; 5; Friedrich Michael Ferdinand von Bergetal; 17; Caspar Anton Joseph von Kisatris; 13
 -195; Joachim Michael Fritz von Möwenburg; 37; Hermann von Tiefenfels; 8; Georg Joachim Wilhelm von Eichenwald; 6; Friedrich Michael Ferdinand von Bergetal; 18; Caspar Anton Joseph von Kisatris; 14
 -194; Joachim Michael Fritz von Möwenburg; 38; Hermann von Tiefenfels; 9; Georg Joachim Wilhelm von Eichenwald; 7; Friedrich Michael Ferdinand von Bergetal; 19; Caspar Anton Joseph von Kisatris; 15
 -193; Joachim Michael Fritz von Möwenburg; 39; Gustav Julien Paul von Tiefenfels; 1; Georg Joachim Wilhelm von Eichenwald; 8; Friedrich Michael Ferdinand von Bergetal; 20; Caspar Anton Joseph von Kisatris; 16
 -192; Joachim Michael Fritz von Möwenburg; 40; Gustav Julien Paul von Tiefenfels; 2; Georg Joachim Wilhelm von Eichenwald; 9; Johann Erlan Hans von Bergetal; 1; Caspar Anton Joseph von Kisatris; 17
 -191; Joachim Michael Fritz von Möwenburg; 41; Gustav Julien Paul von Tiefenfels; 3; Georg Joachim Wilhelm von Eichenwald; 10; Johann Erlan Hans von Bergetal; 2; Caspar Anton Joseph von Kisatris; 18
 -190; Joachim Michael Fritz von Möwenburg; 42; Gustav Julien Paul von Tiefenfels; 4; Georg Joachim Wilhelm von Eichenwald; 11; Johann Erlan Hans von Bergetal; 3; Emma Agnes Zoe von Kisatris; 1
 -189; Joachim Michael Fritz von Möwenburg; 43; Gustav Julien Paul von Tiefenfels; 5; Georg Joachim Wilhelm von Eichenwald; 12; Johann Erlan Hans von Bergetal; 4; Emma Agnes Zoe von Kisatris; 2
 -188; Joachim Michael Fritz von Möwenburg; 44; Gustav Julien Paul von Tiefenfels; 6; Georg Joachim Wilhelm von Eichenwald; 13; Johann Erlan Hans von Bergetal; 5; Emma Agnes Zoe von Kisatris; 3
 -187; Joachim Michael Fritz von Möwenburg; 45; Gustav Julien Paul von Tiefenfels; 7; Georg Joachim Wilhelm von Eichenwald; 14; Johann Erlan Hans von Bergetal; 6; Emma Agnes Zoe von Kisatris; 4
 -186; Joachim Michael Fritz von Möwenburg; 46; Gustav Julien Paul von Tiefenfels; 8; Georg Joachim Wilhelm von Eichenwald; 15; Johann Erlan Hans von Bergetal; 7; Emma Agnes Zoe von Kisatris; 5
 -185; Joachim Michael Fritz von Möwenburg; 47; Gustav Julien Paul von Tiefenfels; 9; Georg Joachim Wilhelm von Eichenwald; 16; Johann Erlan Hans von Bergetal; 8; Emma Agnes Zoe von Kisatris; 6
 -184; Joachim Michael Fritz von Möwenburg; 48; Gustav Julien Paul von Tiefenfels; 10; Georg Joachim Wilhelm von Eichenwald; 17; Johann Erlan Hans von Bergetal; 9; Emma Agnes Zoe von Kisatris; 7
 -183; Joachim Michael Fritz von Möwenburg; 49; Gustav Julien Paul von Tiefenfels; 11; Georg Joachim Wilhelm von Eichenwald; 18; Johann Erlan Hans von Bergetal; 10; Emma Agnes Zoe von Kisatris; 8
 -182; Joachim Michael Fritz von Möwenburg; 50; Gustav Julien Paul von Tiefenfels; 12; Georg Joachim Wilhelm von Eichenwald; 19; Johann Erlan Hans von Bergetal; 11; Emma Agnes Zoe von Kisatris; 9
 -181; Joachim Michael Fritz von Möwenburg; 51; Gustav Julien Paul von Tiefenfels; 13; Georg Elros Aldon von Eichenwald; 1; Nelenia Mathilde von Bergetal; 1; Emma Agnes Zoe von Kisatris; 10
 -180; Joachim Michael Fritz von Möwenburg; 52; Gustav Julien Paul von Tiefenfels; 14; Georg Elros Aldon von Eichenwald; 2; Nelenia Mathilde von Bergetal; 2; Emma Agnes Zoe von Kisatris; 11
 -179; Joachim Michael Fritz von Möwenburg; 53; Gustav Julien Paul von Tiefenfels; 15; Georg Elros Aldon von Eichenwald; 3; Nelenia Mathilde von Bergetal; 3; Emma Agnes Zoe von Kisatris; 12
 -178; Joachim Michael Fritz von Möwenburg; 54; Gustav Julien Paul von Tiefenfels; 16; Georg Elros Aldon von Eichenwald; 4; Nelenia Mathilde von Bergetal; 4; Emma Agnes Zoe von Kisatris; 13
 -177; Joachim Michael Fritz von Möwenburg; 55; Gustav Julien Paul von Tiefenfels; 17; Georg Elros Aldon von Eichenwald; 5; Nelenia Mathilde von Bergetal; 5; Emma Agnes Zoe von Kisatris; 14
 -176; Barbara Karoline von Möwenburg; 1; Gustav Julien Paul von Tiefenfels; 18; Georg Elros Aldon von Eichenwald; 6; Nelenia Mathilde von Bergetal; 6; Emma Agnes Zoe von Kisatris; 15
 -175; Barbara Karoline von Möwenburg; 2; Gustav Julien Paul von Tiefenfels; 19; Georg Elros Aldon von Eichenwald; 7; Nelenia Mathilde von Bergetal; 7; Emma Agnes Zoe von Kisatris; 16
 -174; Barbara Karoline von Möwenburg; 3; Gustav Julien Paul von Tiefenfels; 20; Georg Elros Aldon von Eichenwald; 8; Nelenia Mathilde von Bergetal; 8; Emma Agnes Zoe von Kisatris; 17
 -173; Barbara Karoline von Möwenburg; 4; Jacob Maximilian von Tiefenfels; 1; Georg Elros Aldon von Eichenwald; 9; Nelenia Mathilde von Bergetal; 9; Christoph Maximilian Gustav von Kisatris; 1
 -172; Barbara Karoline von Möwenburg; 5; Jacob Maximilian von Tiefenfels; 2; Georg Elros Aldon von Eichenwald; 10; Nelenia Mathilde von Bergetal; 10; Christoph Maximilian Gustav von Kisatris; 2
 -171; Barbara Karoline von Möwenburg; 6; Jacob Maximilian von Tiefenfels; 3; Georg Elros Aldon von Eichenwald; 11; Nelenia Mathilde von Bergetal; 11; Christoph Maximilian Gustav von Kisatris; 3
 -170; Barbara Karoline von Möwenburg; 7; Jacob Maximilian von Tiefenfels; 4; Georg Elros Aldon von Eichenwald; 12; Nelenia Mathilde von Bergetal; 12; Christoph Maximilian Gustav von Kisatris; 4
 -169; Barbara Karoline von Möwenburg; 8; Jacob Maximilian von Tiefenfels; 5; Georg Elros Aldon von Eichenwald; 13; Nelenia Mathilde von Bergetal; 13; Christoph Maximilian Gustav von Kisatris; 5
 -168; Barbara Karoline von Möwenburg; 9; Jacob Maximilian von Tiefenfels; 6; Georg Elros Aldon von Eichenwald; 14; Nelenia Mathilde von Bergetal; 14; Christoph Maximilian Gustav von Kisatris; 6
 -167; Barbara Karoline von Möwenburg; 10; Jacob Maximilian von Tiefenfels; 7; Georg Elros Aldon von Eichenwald; 15; Nelenia Mathilde von Bergetal; 15; Christoph Maximilian Gustav von Kisatris; 7
 -166; Barbara Karoline von Möwenburg; 11; Jacob Maximilian von Tiefenfels; 8; Georg Elros Aldon von Eichenwald; 16; Nelenia Mathilde von Bergetal; 16; Christoph Maximilian Gustav von Kisatris; 8
 -165; Barbara Karoline von Möwenburg; 12; Jacob Maximilian von Tiefenfels; 9; Georg Elros Aldon von Eichenwald; 17; Nelenia Mathilde von Bergetal; 17; Christoph Maximilian Gustav von Kisatris; 9
 -164; Barbara Karoline von Möwenburg; 13; Jacob Maximilian von Tiefenfels; 10; Georg Elros Aldon von Eichenwald; 18; Nelenia Mathilde von Bergetal; 18; Christoph Maximilian Gustav von Kisatris; 10
 -163; Barbara Karoline von Möwenburg; 14; Julie von Tiefenfels; 1; Georg Elros Aldon von Eichenwald; 19; Nelenia Mathilde von Bergetal; 19; Christoph Maximilian Gustav von Kisatris; 11
 -162; Barbara Karoline von Möwenburg; 15; Julie von Tiefenfels; 2; Georg Elros Aldon von Eichenwald; 20; Nelenia Mathilde von Bergetal; 20; Christoph Maximilian Gustav von Kisatris; 12
 -161; Barbara Karoline von Möwenburg; 16; Julie von Tiefenfels; 3; Georg Elros Aldon von Eichenwald; 21; Nelenia Mathilde von Bergetal; 21; Christoph Maximilian Gustav von Kisatris; 13
 -160; Barbara Karoline von Möwenburg; 17; Julie von Tiefenfels; 4; Georg Elros Aldon von Eichenwald; 22; Nelenia Mathilde von Bergetal; 22; Christoph Maximilian Gustav von Kisatris; 14
 -159; Martha Clara von Möwenburg; 1; Julie von Tiefenfels; 5; Georg Elros Aldon von Eichenwald; 23; Nelenia Mathilde von Bergetal; 23; Christoph Maximilian Gustav von Kisatris; 15
 -158; Martha Clara von Möwenburg; 2; Julie von Tiefenfels; 6; Georg Elros Aldon von Eichenwald; 24; Nelenia Mathilde von Bergetal; 24; Christoph Maximilian Gustav von Kisatris; 16
 -157; Martha Clara von Möwenburg; 3; Julie von Tiefenfels; 7; Georg Elros Aldon von Eichenwald; 25; Nelenia Mathilde von Bergetal; 25; Christoph Maximilian Gustav von Kisatris; 17
 -156; Martha Clara von Möwenburg; 4; Julie von Tiefenfels; 8; Georg Elros Aldon von Eichenwald; 26; Nelenia Mathilde von Bergetal; 26; Christoph Maximilian Gustav von Kisatris; 18
 -155; Martha Clara von Möwenburg; 5; Julie von Tiefenfels; 9; Georg Elros Aldon von Eichenwald; 27; Nelenia Mathilde von Bergetal; 27; Christoph Maximilian Gustav von Kisatris; 19
 -154; Martha Clara von Möwenburg; 6; Julie von Tiefenfels; 10; Georg Elros Aldon von Eichenwald; 28; Nelenia Mathilde von Bergetal; 28; Christoph Maximilian Gustav von Kisatris; 20
 -153; Martha Clara von Möwenburg; 7; Julie von Tiefenfels; 11; Georg Bernhard Andreas Otto von Eichenwald; 1; Nelenia Mathilde von Bergetal; 29; Christoph Maximilian Gustav von Kisatris; 21
 -152; Martha Clara von Möwenburg; 8; Julie von Tiefenfels; 12; Georg Bernhard Andreas Otto von Eichenwald; 2; Nelenia Mathilde von Bergetal; 30; Christoph Maximilian Gustav von Kisatris; 22
 -151; Martha Clara von Möwenburg; 9; Julie von Tiefenfels; 13; Georg Bernhard Andreas Otto von Eichenwald; 3; Nelenia Mathilde von Bergetal; 31; Christoph Maximilian Gustav von Kisatris; 23
 -150; Martha Clara von Möwenburg; 10; Julie von Tiefenfels; 14; Georg Bernhard Andreas Otto von Eichenwald; 4; Nelenia Mathilde von Bergetal; 32; Christoph Maximilian Gustav von Kisatris; 24
 -149; Martha Clara von Möwenburg; 11; Julie von Tiefenfels; 15; Georg Bernhard Andreas Otto von Eichenwald; 5; Nelenia Mathilde von Bergetal; 33; Christoph Maximilian Gustav von Kisatris; 25
 -148; Martha Clara von Möwenburg; 12; Julie von Tiefenfels; 16; Georg Bernhard Andreas Otto von Eichenwald; 6; Nelenia Mathilde von Bergetal; 34; Christoph Maximilian Gustav von Kisatris; 26
 -147; Martha Clara von Möwenburg; 13; Julie von Tiefenfels; 17; Georg Bernhard Andreas Otto von Eichenwald; 7; Nelenia Mathilde von Bergetal; 35; Christoph Maximilian Gustav von Kisatris; 27
 -146; Martha Clara von Möwenburg; 14; Julie von Tiefenfels; 18; Georg Bernhard Andreas Otto von Eichenwald; 8; Nelenia Mathilde von Bergetal; 36; Christoph Maximilian Gustav von Kisatris; 28
 -145; Martha Clara von Möwenburg; 15; Julie von Tiefenfels; 19; Georg Bernhard Andreas Otto von Eichenwald; 9; Nelenia Mathilde von Bergetal; 37; Christoph Maximilian Gustav von Kisatris; 29
 -144; Martha Clara von Möwenburg; 16; Julie von Tiefenfels; 20; Georg Bernhard Andreas Otto von Eichenwald; 10; Nelenia Mathilde von Bergetal; 38; Christoph Maximilian Gustav von Kisatris; 30
 -143; Martha Clara von Möwenburg; 17; Julie von Tiefenfels; 21; Georg Bernhard Andreas Otto von Eichenwald; 11; Nelenia Mathilde von Bergetal; 39; Christoph Maximilian Gustav von Kisatris; 31
 -142; Imke Sibylle von Möwenburg; 1; Julie von Tiefenfels; 22; Georg Bernhard Andreas Otto von Eichenwald; 12; Nelenia Mathilde von Bergetal; 40; Christoph Maximilian Gustav von Kisatris; 32
 -141; Imke Sibylle von Möwenburg; 2; Julie von Tiefenfels; 23; Georg Bernhard Andreas Otto von Eichenwald; 13; Nelenia Mathilde von Bergetal; 41; Christoph Maximilian Gustav von Kisatris; 33
 -140; Imke Sibylle von Möwenburg; 3; Julie von Tiefenfels; 24; Georg Bernhard Andreas Otto von Eichenwald; 14; Nelenia Mathilde von Bergetal; 42; Christoph Maximilian Gustav von Kisatris; 34
 -139; Imke Sibylle von Möwenburg; 4; Julie von Tiefenfels; 25; Georg Bernhard Andreas Otto von Eichenwald; 15; Nelenia Mathilde von Bergetal; 43; Christoph Maximilian Gustav von Kisatris; 35
 -138; Imke Sibylle von Möwenburg; 5; Julie von Tiefenfels; 26; Georg Bernhard Andreas Otto von Eichenwald; 16; Nelenia Mathilde von Bergetal; 44; Christoph Maximilian Gustav von Kisatris; 36
 -137; Imke Sibylle von Möwenburg; 6; Julie von Tiefenfels; 27; Georg Bernhard Andreas Otto von Eichenwald; 17; Nelenia Mathilde von Bergetal; 45; Christoph Maximilian Gustav von Kisatris; 37
 -136; Imke Sibylle von Möwenburg; 7; Julie von Tiefenfels; 28; Otto Johann Idril von Eichenwald; 1; Nelenia Mathilde von Bergetal; 46; Christoph Maximilian Gustav von Kisatris; 38
 -135; Imke Sibylle von Möwenburg; 8; Julie von Tiefenfels; 29; Otto Johann Idril von Eichenwald; 2; Nelenia Mathilde von Bergetal; 47; Christoph Maximilian Gustav von Kisatris; 39
 -134; Imke Sibylle von Möwenburg; 9; Julie von Tiefenfels; 30; Otto Johann Idril von Eichenwald; 3; Nelenia Mathilde von Bergetal; 48; Christoph Maximilian Gustav von Kisatris; 40
 -133; Imke Sibylle von Möwenburg; 10; Julie von Tiefenfels; 31; Otto Johann Idril von Eichenwald; 4; Nelenia Mathilde von Bergetal; 49; Christoph Maximilian Gustav von Kisatris; 41
 -132; Imke Sibylle von Möwenburg; 11; Julie von Tiefenfels; 32; Otto Johann Idril von Eichenwald; 5; Nelenia Mathilde von Bergetal; 50; Christoph Maximilian Gustav von Kisatris; 42
 -131; Imke Sibylle von Möwenburg; 12; Julie von Tiefenfels; 33; Otto Johann Idril von Eichenwald; 6; Nelenia Mathilde von Bergetal; 51; Christoph Maximilian Gustav von Kisatris; 43
 -130; Imke Sibylle von Möwenburg; 13; Julie von Tiefenfels; 34; Otto Johann Idril von Eichenwald; 7; Nelenia Mathilde von Bergetal; 52; Christoph Maximilian Gustav von Kisatris; 44
 -129; Imke Sibylle von Möwenburg; 14; Julie von Tiefenfels; 35; Otto Johann Idril von Eichenwald; 8; Nelenia Mathilde von Bergetal; 53; Christoph Maximilian Gustav von Kisatris; 45
 -128; Imke Sibylle von Möwenburg; 15; Julie von Tiefenfels; 36; Otto Johann Idril von Eichenwald; 9; Nelenia Mathilde von Bergetal; 54; Christoph Maximilian Gustav von Kisatris; 46
 -127; Imke Sibylle von Möwenburg; 16; Julie von Tiefenfels; 37; Otto Johann Idril von Eichenwald; 10; Nelenia Mathilde von Bergetal; 55; Christoph Maximilian Gustav von Kisatris; 47
 -126; Imke Sibylle von Möwenburg; 17; Julie von Tiefenfels; 38; Otto Johann Idril von Eichenwald; 11; Nelenia Mathilde von Bergetal; 56; Christoph Maximilian Gustav von Kisatris; 48
 -125; Imke Sibylle von Möwenburg; 18; Julie von Tiefenfels; 39; Otto Johann Idril von Eichenwald; 12; Nelenia Mathilde von Bergetal; 57; Christoph Maximilian Gustav von Kisatris; 49
 -124; Imke Sibylle von Möwenburg; 19; Julie von Tiefenfels; 40; Otto Johann Idril von Eichenwald; 13; Nelenia Mathilde von Bergetal; 58; Christoph Maximilian Gustav von Kisatris; 50
 -123; Imke Sibylle von Möwenburg; 20; Julie von Tiefenfels; 41; Otto Johann Idril von Eichenwald; 14; Nelenia Mathilde von Bergetal; 59; Christoph Gustav Jules Andreas von Kisatris; 1
 -122; Imke Sibylle von Möwenburg; 21; Julie von Tiefenfels; 42; Otto Johann Idril von Eichenwald; 15; Marianne Christiane Sophia von Bergetal; 1; Christoph Gustav Jules Andreas von Kisatris; 2
 -121; Imke Sibylle von Möwenburg; 22; Julie von Tiefenfels; 43; Otto Johann Idril von Eichenwald; 16; Marianne Christiane Sophia von Bergetal; 2; Christoph Gustav Jules Andreas von Kisatris; 3
 -120; Imke Sibylle von Möwenburg; 23; Julie von Tiefenfels; 44; Otto Johann Idril von Eichenwald; 17; Marianne Christiane Sophia von Bergetal; 3; Christoph Gustav Jules Andreas von Kisatris; 4
 -119; Imke Sibylle von Möwenburg; 24; Julie von Tiefenfels; 45; Otto Johann Idril von Eichenwald; 18; Marianne Christiane Sophia von Bergetal; 4; Christoph Gustav Jules Andreas von Kisatris; 5
 -118; Imke Sibylle von Möwenburg; 25; Julie von Tiefenfels; 46; Otto Johann Idril von Eichenwald; 19; Marianne Christiane Sophia von Bergetal; 5; Christoph Gustav Jules Andreas von Kisatris; 6
 -117; Imke Sibylle von Möwenburg; 26; Julie von Tiefenfels; 47; Otto Johann Idril von Eichenwald; 20; Marianne Christiane Sophia von Bergetal; 6; Ida Amalie Elise von Kisatris; 1
 -116; Imke Sibylle von Möwenburg; 27; Julie von Tiefenfels; 48; Otto Johann Idril von Eichenwald; 21; Marianne Christiane Sophia von Bergetal; 7; Ida Amalie Elise von Kisatris; 2
 -115; Imke Sibylle von Möwenburg; 28; Julie von Tiefenfels; 49; Otto Johann Idril von Eichenwald; 22; Marianne Christiane Sophia von Bergetal; 8; Ida Amalie Elise von Kisatris; 3
 -114; Imke Sibylle von Möwenburg; 29; Julie von Tiefenfels; 50; Otto Johann Idril von Eichenwald; 23; Marianne Christiane Sophia von Bergetal; 9; Ida Amalie Elise von Kisatris; 4
 -113; Imke Sibylle von Möwenburg; 30; Julie von Tiefenfels; 51; Otto Johann Idril von Eichenwald; 24; Marianne Christiane Sophia von Bergetal; 10; Ida Amalie Elise von Kisatris; 5
 -112; Imke Sibylle von Möwenburg; 31; Julie von Tiefenfels; 52; Otto Johann Idril von Eichenwald; 25; Marianne Christiane Sophia von Bergetal; 11; Ida Amalie Elise von Kisatris; 6
 -111; Imke Sibylle von Möwenburg; 32; Julie von Tiefenfels; 53; Otto Johann Idril von Eichenwald; 26; Marianne Christiane Sophia von Bergetal; 12; Ida Amalie Elise von Kisatris; 7
 -110; Imke Sibylle von Möwenburg; 33; Julie von Tiefenfels; 54; Otto Johann Idril von Eichenwald; 27; Marianne Christiane Sophia von Bergetal; 13; Ida Amalie Elise von Kisatris; 8
 -109; Imke Sibylle von Möwenburg; 34; Julie von Tiefenfels; 55; Otto Johann Idril von Eichenwald; 28; Marianne Christiane Sophia von Bergetal; 14; Ida Amalie Elise von Kisatris; 9
 -108; Imke Sibylle von Möwenburg; 35; Julie von Tiefenfels; 56; Otto Johann Idril von Eichenwald; 29; Marianne Christiane Sophia von Bergetal; 15; Maximilian Paul Gustav von Kisatris; 1
 -107; Imke Sibylle von Möwenburg; 36; Julie von Tiefenfels; 57; Otto Johann Idril von Eichenwald; 30; Marianne Christiane Sophia von Bergetal; 16; Maximilian Paul Gustav von Kisatris; 2
 -106; Imke Sibylle von Möwenburg; 37; Julie von Tiefenfels; 58; Otto Johann Idril von Eichenwald; 31; Marianne Christiane Sophia von Bergetal; 17; Maximilian Paul Gustav von Kisatris; 3
 -105; Imke Sibylle von Möwenburg; 38; Julie von Tiefenfels; 59; Otto Johann Idril von Eichenwald; 32; Marianne Christiane Sophia von Bergetal; 18; Maximilian Paul Gustav von Kisatris; 4
 -104; Imke Sibylle von Möwenburg; 39; Julie von Tiefenfels; 60; Otto Johann Idril von Eichenwald; 33; Marianne Christiane Sophia von Bergetal; 19; Maximilian Paul Gustav von Kisatris; 5
 -103; Imke Sibylle von Möwenburg; 40; Julie von Tiefenfels; 61; Otto Johann Idril von Eichenwald; 34; Marianne Christiane Sophia von Bergetal; 20; Maximilian Paul Gustav von Kisatris; 6
 -102; Imke Sibylle von Möwenburg; 41; Julie von Tiefenfels; 62; Otto Johann Idril von Eichenwald; 35; Marianne Christiane Sophia von Bergetal; 21; Maximilian Paul Gustav von Kisatris; 7
 -101; Bahne Jacob von Möwenburg; 1; Julie von Tiefenfels; 63; Otto Johann Idril von Eichenwald; 36; Gustav Ludwig von Bergetal; 1; Maximilian Paul Gustav von Kisatris; 8
 -100; Bahne Jacob von Möwenburg; 2; Michael Christian Peter Napiar von Tiefenfels; 1; Otto Johann Idril von Eichenwald; 37; Gustav Ludwig von Bergetal; 2; Maximilian Paul Gustav von Kisatris; 9
 -99; Bahne Jacob von Möwenburg; 3; Michael Christian Peter Napiar von Tiefenfels; 2; Charlotte Eva von Eichenwald; 1; Gustav Ludwig von Bergetal; 3; Maximilian Paul Gustav von Kisatris; 10
 -98; Bahne Jacob von Möwenburg; 4; Michael Christian Peter Napiar von Tiefenfels; 3; Charlotte Eva von Eichenwald; 2; Gustav Ludwig von Bergetal; 4; Maximilian Paul Gustav von Kisatris; 11
